ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,semestre,rango_horario
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,9,CARGAS-CARGAS,CARGAS,CARGAS,2018_S2,NOCTURNO
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2018_S2,NOCTURNO
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.",9,MOTO-AUTO,MOTO,AUTO,2018_S2,DIURNO
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",12,MOTO-MOTO,MOTO,MOTO,2018_S2,DIURNO
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",9,AUTO-PASAJEROS,AUTO,PASAJEROS,2018_S2,NOCTURNO
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",15,MOTO-PASAJEROS,MOTO,PASAJEROS,2018_S2,NOCTURNO
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,10,MOTO-PASAJEROS,MOTO,PASAJEROS,2018_S2,NOCTURNO
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",1,MOTO-CARGAS,MOTO,CARGAS,2018_S2,NOCTURNO
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,2,PEATON-CARGAS,PEATON,CARGAS,2018_S2,DIURNO
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,7,PEATON-CARGAS,PEATON,CARGAS,2018_S2,DIURNO
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,7,PEATON-MOTO,PEATON,MOTO,2018_S2,NOCTURNO
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2018_S2,DIURNO
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2018_S2,DIURNO
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",1,MOTO-PASAJEROS,MOTO,PASAJEROS,2018_S2,NOCTURNO
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,Bermudez 1893,CALLE,BERMUDEZ,10,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2018_S2,DIURNO
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,CALLE,SANTANDER,7,MOTO-MOTO,MOTO,MOTO,2018_S2,DIURNO
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,1,AUTO-AUTO,AUTO,AUTO,2018_S2,DIURNO
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,Maza y Av. Independencia,AVENIDA,MAZA,5,PEATON-MOTO,PEATON,MOTO,2018_S2,DIURNO
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.",12,CARGAS-PASAJEROS,CARGAS,PASAJEROS,2018_S2,DIURNO
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,10,MOTO-AUTO,MOTO,AUTO,2018_S2,NOCTURNO
2019-0001,1,2019-01-08,2019,1,8,08:30:00,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,MOTO-CARGAS,MOTO,CARGAS,2019_S1,DIURNO
2019-0002,1,2019-01-09,2019,1,9,04:00:00,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,7,AUTO-CARGAS,AUTO,CARGAS,2019_S1,NOCTURNO
2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,15,MOTO-AUTO,MOTO,AUTO,2019_S1,DIURNO
2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.",9,AUTO-PASAJEROS,AUTO,PASAJEROS,2019_S1,NOCTURNO
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.",10,MOTO-CARGAS,MOTO,CARGAS,2019_S1,DIURNO
2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",14,PEATON-AUTO,PEATON,AUTO,2019_S1,NOCTURNO
2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME",5,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,"PAZ, GRAL. AV. 16080",GRAL PAZ,"PAZ, GRAL. AV.",8,MULTIPLE,MOTO,MULTIPLE,2019_S1,NOCTURNO
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,1,MOTO-AUTO,MOTO,AUTO,2019_S1,DIURNO
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,14,PEATON-AUTO,PEATON,AUTO,2019_S1,DIURNO
2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,"PAZ, GRAL. AV.",9,PEATON-AUTO,PEATON,AUTO,2019_S1,NOCTURNO
2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,8,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,SALVIGNY Y MOM,CALLE,SALVIGNY,7,PEATON-AUTO,PEATON,AUTO,2019_S1,DIURNO
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019_S1,DIURNO
2019-0015,1,2019-02-23,2019,2,23,06:57:00,6,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,11,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2019_S1,DIURNO
2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.",4,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S1,NOCTURNO
2019-0017,1,2019-03-03,2019,3,3,07:00:00,7,MEXICO Y PICHINCHA,CALLE,MEXICO,3,AUTO-PASAJEROS,AUTO,PASAJEROS,2019_S1,DIURNO
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.",13,PEATON-AUTO,PEATON,AUTO,2019_S1,NOCTURNO
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,13,MOTO-AUTO,MOTO,AUTO,2019_S1,DIURNO
2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,5,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,7,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0023,1,2019-03-16,2019,3,16,08:28:00,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,"PAZ, GRAL. AV.",9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2019_S1,DIURNO
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,1,MOTO-CARGAS,MOTO,CARGAS,2019_S1,DIURNO
2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME",5,PEATON-AUTO,PEATON,AUTO,2019_S1,DIURNO
2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S1,DIURNO
2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,2,MULTIPLE,BICICLETA,MULTIPLE,2019_S1,DIURNO
2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.",11,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S1,DIURNO
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019_S1,DIURNO
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",7,MOTO-CARGAS,MOTO,CARGAS,2019_S1,DIURNO
2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,1,BICICLETA-CARGAS,BICICLETA,CARGAS,2019_S1,NOCTURNO
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,11,PEATON-AUTO,PEATON,AUTO,2019_S1,DIURNO
2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019_S1,DIURNO
2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,SUIPACHA 665,CALLE,SUIPACHA,1,PEATON-BICICLETA,PEATON,BICICLETA,2019_S1,DIURNO
2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,RIGLOS Y FORMOSA,CALLE,RIGLOS,6,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,3,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.",13,PEATON-MOTO,PEATON,MOTO,2019_S1,DIURNO
2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,7,MOTO-AUTO,MOTO,AUTO,2019_S1,NOCTURNO
2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,MULTIPLE,AUTO,MULTIPLE,2019_S1,NOCTURNO
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,LIMA Y CONSTITUCION,CALLE,LIMA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S1,DIURNO
2019-0043,1,2019-05-21,2019,5,21,09:00:00,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,1,BICICLETA-CARGAS,BICICLETA,CARGAS,2019_S1,DIURNO
2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,BOEDO AV. 650,AVENIDA,BOEDO AV.,5,PEATON-MOTO,PEATON,MOTO,2019_S1,DIURNO
2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,14,MOTO-CARGAS,MOTO,CARGAS,2019_S1,DIURNO
2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.",13,MOTO-AUTO,MOTO,AUTO,2019_S1,DIURNO
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,CASEROS AV. 1700,AVENIDA,CASEROS AV.,4,PEATON-CARGAS,PEATON,CARGAS,2019_S1,DIURNO
2019-0048,1,2019-06-07,2019,6,7,07:00:00,7,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,6,MOTO-CARGAS,MOTO,CARGAS,2019_S1,DIURNO
2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,13,PEATON-CARGAS,PEATON,CARGAS,2019_S1,DIURNO
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO",14,MOTO-CARGAS,MOTO,CARGAS,2019_S1,NOCTURNO
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS",4,MOTO-AUTO,MOTO,AUTO,2019_S1,DIURNO
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,8,AUTO-AUTO,AUTO,AUTO,2019_S1,DIURNO
2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,GANDARA 2976,CALLE,GANDARA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2019_S1,NOCTURNO
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD",1,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S1,NOCTURNO
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,BOYACA AV. 305,AVENIDA,BOYACA AV.,7,PEATON-AUTO,PEATON,AUTO,2019_S1,DIURNO
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,13,PEATON-AUTO,PEATON,AUTO,2019_S2,NOCTURNO
2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,10,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S2,DIURNO
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S2,NOCTURNO
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.",10,PEATON-AUTO,PEATON,AUTO,2019_S2,DIURNO
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,13,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,DIURNO
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL",13,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,NOCTURNO
2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,15,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S2,NOCTURNO
2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,7,MOTO-AUTO,MOTO,AUTO,2019_S2,NOCTURNO
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,DIURNO
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,7,PEATON-AUTO,PEATON,AUTO,2019_S2,NOCTURNO
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO",10,MOTO-CARGAS,MOTO,CARGAS,2019_S2,DIURNO
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,8,MOTO-MOTO,MOTO,MOTO,2019_S2,DIURNO
2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.",4,MOTO-AUTO,MOTO,AUTO,2019_S2,NOCTURNO
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",14,MOTO-BICICLETA,MOTO,BICICLETA,2019_S2,DIURNO
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,9,PEATON-CARGAS,PEATON,CARGAS,2019_S2,DIURNO
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",10,AUTO-AUTO,AUTO,AUTO,2019_S2,DIURNO
2019-0073,1,2019-08-29,2019,8,29,01:50:00,1,ALVAREZ THOMAS AV. 1788,AVENIDA,ALVAREZ THOMAS AV.,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2019_S2,NOCTURNO
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,"LUGONES, LEOPOLDO AV.",13,MOTO-CARGAS,MOTO,CARGAS,2019_S2,DIURNO
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,4,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S2,NOCTURNO
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,MOTO-CARGAS,MOTO,CARGAS,2019_S2,DIURNO
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,PEATON-AUTO,PEATON,AUTO,2019_S2,NOCTURNO
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,"EINSTEIN, ALBERTO",4,PEATON-CARGAS,PEATON,CARGAS,2019_S2,DIURNO
2019-0079,1,2019-09-17,2019,9,17,05:30:00,5,AGRELO Y COLOMBRES,CALLE,AGRELO,5,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S2,NOCTURNO
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,CABILDO AV.,13,PEATON-MOTO,PEATON,MOTO,2019_S2,DIURNO
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,ELCANO AV. 4300,AVENIDA,ELCANO AV.,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,DIURNO
2019-0082,1,2019-09-25,2019,9,25,07:45:00,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,BICICLETA-CARGAS,BICICLETA,CARGAS,2019_S2,DIURNO
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,MONTE Y CORVALAN,CALLE,MONTE,9,AUTO-AUTO,AUTO,AUTO,2019_S2,DIURNO
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,TANDIL Y LA FUENTE,CALLE,TANDIL,7,BICICLETA-CARGAS,BICICLETA,CARGAS,2019_S2,DIURNO
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,CARDOSO Y BACACAY,CALLE,CARDOSO,10,BICICLETA-TREN,BICICLETA,TREN,2019_S2,NOCTURNO
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,CORRIENTES AV. 6700,AVENIDA,CORRIENTES AV.,15,MOTO-PASAJEROS,MOTO,PASAJEROS,2019_S2,DIURNO
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,ALVAREZ THOMAS AV.,12,MOTO-MOTO,MOTO,MOTO,2019_S2,NOCTURNO
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,"ALCORTA, AMANCIO AV.",4,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,NOCTURNO
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,"BROWN, ALTE. AV.",4,PEATON-CARGAS,PEATON,CARGAS,2019_S2,DIURNO
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,PEATON-MOTO,PEATON,MOTO,2019_S2,DIURNO
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,"JUSTO, JUAN B. AV.",15,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,NOCTURNO
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,"BRIN, MINISTRO Y SUAREZ",CALLE,"BRIN, MINISTRO",4,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,DIURNO
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,NIZA,11,BICICLETA-OTRO,BICICLETA,OTRO,2019_S2,DIURNO
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,CAMARGO Y SERRANO,CALLE,CAMARGO,15,MOTO-OTRO,MOTO,OTRO,2019_S2,DIURNO
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,MOTO-CARGAS,MOTO,CARGAS,2019_S2,DIURNO
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,CASEROS AV. Y PIEDRAS,AVENIDA,CASEROS AV.,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2019_S2,NOCTURNO
2019-0097,1,2019-11-25,2019,11,25,08:50:00,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,AUTOPISTA PERITO MORENO,9,MULTIPLE,MOTO,MULTIPLE,2019_S2,DIURNO
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,GUZMAN 365,AVENIDA,GUZMAN,15,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2019_S2,DIURNO
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,de los constituyentes av. 4300,AVENIDA,DE LOS CONSTITUYENTES AV.,12,MOTO-AUTO,MOTO,AUTO,2019_S2,DIURNO
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,"MORENO, PERITO AV.",4,MOTO-MOTO,MOTO,MOTO,2019_S2,NOCTURNO
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,IBARROLA,9,MOTO-AUTO,MOTO,AUTO,2019_S2,DIURNO
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,RIVADAVIA AV.,10,MOTO-AUTO,MOTO,AUTO,2019_S2,NOCTURNO
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,10,PEATON-AUTO,PEATON,AUTO,2019_S1,DIURNO
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,URIARTE Y LOYOLA,CALLE,URIARTE,15,PEATON-AUTO,PEATON,AUTO,2020_S1,DIURNO
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,SARAZA Y VARELA AV.,AVENIDA,SARAZA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020_S1,NOCTURNO
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,RIVADAVIA AV.,3,PEATON-AUTO,PEATON,AUTO,2020_S1,DIURNO
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2020_S1,NOCTURNO
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2020_S1,DIURNO
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,LAFUENTE AV. 2250,AVENIDA,LAFUENTE AV.,8,MOTO-CARGAS,MOTO,CARGAS,2020_S1,DIURNO
